geneSet	description	link	size	overlap	expect	enrichmentRatio	pValue	FDR	overlapId	userId	DB
GO:0000793	condensed chromosome	http://amigo.geneontology.org/amigo/term/GO:0000793	162	59	6.98330097087379	8.44872650428206	0	0	332;641;672;675;699;701;891;1017;1058;1062;1063;1111;1663;2177;3014;3148;3619;4085;4288;4751;5347;5888;6790;6839;7153;7283;9212;9735;9793;9918;10051;10403;10592;10615;11004;11073;11130;23310;23397;27127;54821;54892;55055;55355;55839;57122;57405;64105;64151;64946;79172;79980;81620;83540;113130;147841;220134;221150;348235	NCAPH;KIF2C;SPAG5;HJURP;BUB1;CDCA5;CHEK1;BUB1B;NCAPG;CENPA;TOP2A;BRCA1;NEK2;SKA3;NDC80;SPC25;NCAPG2;CENPE;PLK1;NUF2;ZWINT;SKA1;RAD51;MKI67;CCNB1;CENPF;BLM;AURKB;MAD2L1;BIRC5;FANCD2;ERCC6L;SPC24;CDT1;AURKA;CDK2;CENPN;INCENP;KNTC1;CENPO;CENPK;CENPH;ZWILCH;NCAPD2;TOPBP1;DSN1;NCAPD3;SMC2;BRCA2;SUV39H1;HMGB2;TUBG1;NUP107;H2AFX;SMC4;CKAP5;SKA2;DDX11;SMC1B	geneontology_Cellular_Component
GO:0000775	chromosome, centromeric region	http://amigo.geneontology.org/amigo/term/GO:0000775	153	52	6.59533980582524	7.88435494317847	0	0	332;699;701;891;1058;1062;1063;1786;3070;3619;4085;4751;5347;6790;6839;7272;9212;9735;9793;9918;10403;10615;10951;11004;11130;11339;23310;27085;27127;54821;55055;55143;55166;55355;55839;57122;57405;64105;64151;64946;79075;79172;79723;79980;81620;81930;83540;113130;147841;220134;221150;348235	TTK;KIF2C;SPAG5;HJURP;BUB1;CDCA5;BUB1B;NCAPG;CENPA;CDCA8;NEK2;SKA3;NDC80;SPC25;CENPE;PLK1;NUF2;ZWINT;SKA1;CCNB1;CENPF;AURKB;DSCC1;MAD2L1;BIRC5;ERCC6L;SPC24;OIP5;CDT1;AURKA;KIF18A;CENPN;INCENP;KNTC1;HELLS;CENPO;CENPK;CENPH;ZWILCH;NCAPD2;MTBP;DSN1;NCAPD3;SUV39H2;SUV39H1;NUP107;CENPQ;CKAP5;SKA2;CBX1;DNMT1;SMC1B	geneontology_Cellular_Component
GO:0000776	kinetochore	http://amigo.geneontology.org/amigo/term/GO:0000776	104	37	4.48310679611651	8.25320512820513	0	0	332;699;701;891;1058;1062;1063;3619;4085;4751;5347;7272;9212;9735;9793;10403;10615;11004;11130;27085;54821;55055;55355;55839;57122;57405;64105;64946;79172;79980;81620;81930;83540;147841;220134;221150;348235	TTK;KIF2C;SPAG5;HJURP;BUB1;BUB1B;CENPA;NEK2;SKA3;NDC80;SPC25;CENPE;PLK1;NUF2;ZWINT;SKA1;CCNB1;CENPF;AURKB;MAD2L1;BIRC5;ERCC6L;SPC24;CDT1;KIF18A;CENPN;INCENP;KNTC1;CENPO;CENPK;CENPH;ZWILCH;MTBP;DSN1;NUP107;CKAP5;SKA2	geneontology_Cellular_Component
GO:0000779	condensed chromosome, centromeric region	http://amigo.geneontology.org/amigo/term/GO:0000779	88	38	3.79339805825243	10.0174037674038	0	0	332;699;701;891;1058;1062;1063;3619;4085;4751;5347;6790;9212;9735;9793;9918;10403;10615;11004;11130;23310;54821;55055;55355;55839;57122;57405;64105;64151;64946;79172;79980;81620;83540;147841;220134;221150;348235	KIF2C;SPAG5;HJURP;BUB1;BUB1B;NCAPG;CENPA;NEK2;SKA3;NDC80;SPC25;CENPE;PLK1;NUF2;ZWINT;SKA1;CCNB1;CENPF;AURKB;MAD2L1;BIRC5;ERCC6L;SPC24;CDT1;AURKA;CENPN;INCENP;KNTC1;CENPO;CENPK;CENPH;ZWILCH;NCAPD2;DSN1;NCAPD3;NUP107;CKAP5;SKA2	geneontology_Cellular_Component
GO:0000777	condensed chromosome kinetochore	http://amigo.geneontology.org/amigo/term/GO:0000777	78	33	3.36233009708738	9.81462231462231	0	0	332;699;701;891;1058;1062;1063;3619;4085;4751;5347;9735;9793;10403;10615;11004;11130;54821;55055;55355;55839;57122;57405;64105;64946;79172;79980;81620;83540;147841;220134;221150;348235	KIF2C;SPAG5;HJURP;BUB1;BUB1B;CENPA;NEK2;SKA3;NDC80;SPC25;CENPE;PLK1;NUF2;ZWINT;SKA1;CCNB1;CENPF;MAD2L1;BIRC5;ERCC6L;SPC24;CDT1;CENPN;INCENP;KNTC1;CENPO;CENPK;CENPH;ZWILCH;DSN1;NUP107;CKAP5;SKA2	geneontology_Cellular_Component
GO:0000794	condensed nuclear chromosome	http://amigo.geneontology.org/amigo/term/GO:0000794	69	26	2.97436893203884	8.74135004569787	0	0	641;672;675;699;701;891;1058;1111;3014;3619;4751;5347;5888;6790;6839;7283;9212;9918;10403;11073;23310;23397;27127;79172;79980;83540	NCAPH;BUB1;CHEK1;BUB1B;CENPA;BRCA1;NEK2;NDC80;PLK1;NUF2;RAD51;CCNB1;BLM;AURKB;AURKA;INCENP;CENPO;NCAPD2;TOPBP1;DSN1;NCAPD3;BRCA2;SUV39H1;TUBG1;H2AFX;SMC1B	geneontology_Cellular_Component
GO:0005874	microtubule	http://amigo.geneontology.org/amigo/term/GO:0005874	288	46	12.4147572815534	3.70526776776777	6.55031584528842e-15	4.21006663874447e-13	332;547;908;983;1062;2288;3619;3797;3832;3833;3925;4751;5347;6344;6790;7283;8851;9055;9212;9493;9585;9735;9793;9928;10112;10376;10381;10615;11004;11076;22948;22974;24137;26586;29127;51203;51512;56992;81930;84790;203068;220134;221150;259266;347733;348235	KIF23;KIF4A;KIF2C;SPAG5;TPX2;PRC1;GTSE1;KIF11;KIF14;NEK2;KIF15;SKA3;NUSAP1;KIFC1;RACGAP1;ASPM;CENPE;PLK1;SKA1;CDK1;AURKB;BIRC5;KIF20A;AURKA;KIF18A;KIF20B;INCENP;KNTC1;CKAP2;TUBG1;TUBA1B;STMN1;TUBA1C;TUBB;CCT5;CKAP5;SKA2;CCT6A;KIF3C;SCTR;FKBP4;CDK5R1;TUBB3;TPPP;KIF1A;TUBB2B	geneontology_Cellular_Component
GO:0005815	microtubule organizing center	http://amigo.geneontology.org/amigo/term/GO:0005815	492	61	21.2085436893204	2.87619937010181	3.75255382323303e-14	2.21087962752146e-12	672;675;701;891;898;899;983;991;1017;1021;1063;1111;1663;1869;3014;3161;3833;4172;4751;5111;5347;5888;5901;5902;6491;6566;6790;7020;7153;7283;7516;8318;8999;9133;9134;9212;9493;9585;9700;9787;9793;10198;10403;10460;10615;10733;11004;11073;22948;22974;26586;29899;51514;53405;55165;56992;81930;117178;163786;259266;284403	KIF23;KIF2C;SPAG5;TPX2;CHEK1;BUB1B;TOP2A;ESPL1;BRCA1;DTL;NEK2;PLK4;DLGAP5;CCNB2;KIF15;NDC80;KIFC1;CDC45;ASPM;PLK1;STIL;XRCC2;CEP55;CDC20;CDK1;RAD51;CCNB1;CENPF;AURKB;HMMR;TACC3;AURKA;KIF18A;CDK2;KIF20B;SASS6;E2F1;TOPBP1;CCNE1;CCNF;CKAP2;BRCA2;WDR62;MCM3;CCNE2;RANBP1;PCNA;TUBG1;RAN;H2AFX;SSX2IP;CCT5;CKAP5;MPHOSPH9;GPSM2;DDX11;SLC16A1;TFAP2A;CDK6;CDKL2;CLIC5	geneontology_Cellular_Component
GO:0000785	chromatin	http://amigo.geneontology.org/amigo/term/GO:0000785	413	54	17.8031067961165	3.03317845690727	1.45661260830821e-13	7.92173164672232e-12	86;1029;1058;1063;1111;1663;1786;1869;2146;2956;3012;3014;3015;3070;3148;3159;3619;4017;4171;4176;4582;4678;5111;5347;5888;5901;5933;6772;6839;7112;8091;8208;8345;8348;8914;8970;10036;10365;10635;10951;11339;23310;23512;27085;29128;55723;79075;79723;79968;80174;81611;84733;113130;146956	CDCA5;CHEK1;EME1;CENPA;RAD51AP1;PLK1;UHRF1;RAD51;CENPF;DSCC1;TIMELESS;MCM2;ASF1B;OIP5;WDR76;CHAF1A;INCENP;HELLS;CHAF1B;TMPO;EZH2;E2F1;MTBP;MCM7;RBL1;DBF4B;NCAPD3;H2AFZ;MSH6;SUV39H2;SUV39H1;HMGB2;HMGA1;PCNA;SUZ12;RAN;H2AFX;ACTL6A;NASP;CBX1;DNMT1;DDX11;ANP32E;HIST1H2BO;STAT1;HIST1H2BJ;KLF2;MUC1;CBX2;LOXL2;HMGA2;HIST1H2BH;CDKN2A;HIST1H2AE	geneontology_Cellular_Component
GO:0005657	replication fork	http://amigo.geneontology.org/amigo/term/GO:0005657	55	19	2.37087378640777	8.01392301392301	5.19806420129498e-13	2.46571948044523e-11	641;1786;3014;4172;5111;5557;5558;5982;5983;5984;5985;7516;8318;8914;23649;29128;51659;55388;84296	MCM10;CDC45;XRCC2;UHRF1;BLM;TIMELESS;RFC4;RFC5;GINS4;PRIM1;POLA2;RFC3;GINS2;MCM3;RFC2;PRIM2;PCNA;H2AFX;DNMT1	geneontology_Cellular_Component
GO:0005813	centrosome	http://amigo.geneontology.org/amigo/term/GO:0005813	361	49	15.5615533980583	3.14878590501859	5.23137089203374e-13	2.46571948044523e-11	675;891;898;899;983;991;1017;1021;1063;1111;1663;1869;3014;3161;4172;4751;5111;5347;5902;6491;6566;6790;7020;7283;7516;8318;8999;9133;9134;9212;9493;9585;9700;9787;9793;10403;10615;10733;11004;22948;26586;29899;51514;55165;56992;117178;163786;259266;284403	KIF23;KIF2C;SPAG5;CHEK1;ESPL1;DTL;NEK2;PLK4;DLGAP5;CCNB2;KIF15;NDC80;CDC45;ASPM;PLK1;STIL;XRCC2;CEP55;CDC20;CDK1;CCNB1;CENPF;AURKB;HMMR;AURKA;CDK2;KIF20B;SASS6;E2F1;CCNE1;CCNF;CKAP2;BRCA2;WDR62;MCM3;CCNE2;RANBP1;PCNA;TUBG1;H2AFX;SSX2IP;CCT5;CKAP5;GPSM2;DDX11;SLC16A1;TFAP2A;CDK6;CDKL2	geneontology_Cellular_Component
GO:0000922	spindle pole	http://amigo.geneontology.org/amigo/term/GO:0000922	112	26	4.82796116504854	5.38529601029601	9.96425164601078e-13	4.40295369608101e-11	891;990;991;1063;1663;3832;4085;4751;5347;6790;7283;9055;9212;9585;9735;9787;9793;10460;10615;11073;22974;26586;29899;79980;259266;284403	CDC6;SPAG5;TPX2;PRC1;KIF11;NEK2;DLGAP5;ASPM;PLK1;CDC20;CCNB1;CENPF;AURKB;MAD2L1;TACC3;AURKA;KIF20B;KNTC1;TOPBP1;DSN1;CKAP2;WDR62;TUBG1;CKAP5;GPSM2;DDX11	geneontology_Cellular_Component
GO:0099513	polymeric cytoskeletal fiber	http://amigo.geneontology.org/amigo/term/GO:0099513	455	55	19.6135922330097	2.8041778041778	2.20734541755974e-12	9.17996006008667e-11	332;547;908;983;1062;1674;1832;2288;3619;3797;3832;3833;3853;3887;3925;4001;4751;5318;5347;5881;6344;6790;7283;8851;9055;9118;9212;9493;9585;9735;9793;9928;10112;10376;10381;10615;11004;11076;22948;22974;24137;26586;29127;51203;51512;56992;81930;84790;84823;203068;220134;221150;259266;347733;348235	KIF23;KIF4A;KIF2C;SPAG5;TPX2;PRC1;GTSE1;KIF11;KIF14;NEK2;KIF15;SKA3;NUSAP1;KIFC1;RACGAP1;ASPM;CENPE;PLK1;SKA1;CDK1;AURKB;BIRC5;KIF20A;LMNB1;AURKA;KIF18A;KIF20B;INCENP;KNTC1;CKAP2;LMNB2;TUBG1;TUBA1B;STMN1;TUBA1C;TUBB;CCT5;CKAP5;SKA2;CCT6A;KIF3C;SCTR;FKBP4;DSP;CDK5R1;TUBB3;TPPP;PKP2;DES;RAC3;KIF1A;INA;TUBB2B;KRT81;KRT6A	geneontology_Cellular_Component
GO:0000940	condensed chromosome outer kinetochore	http://amigo.geneontology.org/amigo/term/GO:0000940	10	9	0.431067961165049	20.8783783783784	4.57234250461624e-12	1.79591452820205e-10	699;701;891;1063;5347;10403;220134;221150;348235	BUB1;BUB1B;SKA3;NDC80;PLK1;SKA1;CCNB1;CENPF;SKA2	geneontology_Cellular_Component
GO:0000780	condensed nuclear chromosome, centromeric region	http://amigo.geneontology.org/amigo/term/GO:0000780	17	11	0.732815533980583	15.0105988341282	8.28359603133322e-12	3.08236968113294e-10	699;701;891;1058;5347;6790;9212;10403;79172;79980;83540	BUB1;BUB1B;CENPA;NDC80;PLK1;NUF2;CCNB1;AURKB;AURKA;CENPO;DSN1	geneontology_Cellular_Component
GO:0005876	spindle microtubule	http://amigo.geneontology.org/amigo/term/GO:0005876	45	16	1.93980582524272	8.24824824824825	2.22245555292488e-11	7.85638037958947e-10	332;983;1062;3832;5347;6790;7283;9055;9212;9735;24137;51203;81930;220134;221150;348235	KIF4A;PRC1;KIF11;SKA3;NUSAP1;CENPE;PLK1;SKA1;CDK1;AURKB;BIRC5;AURKA;KIF18A;KNTC1;TUBG1;SKA2	geneontology_Cellular_Component
GO:0000778	condensed nuclear chromosome kinetochore	http://amigo.geneontology.org/amigo/term/GO:0000778	11	9	0.474174757281553	18.980343980344	2.41918707288846e-11	8.14459647872449e-10	699;701;891;1058;5347;10403;79172;79980;83540	BUB1;BUB1B;CENPA;NDC80;PLK1;NUF2;CCNB1;CENPO;DSN1	geneontology_Cellular_Component
GO:0072686	mitotic spindle	http://amigo.geneontology.org/amigo/term/GO:0072686	78	20	3.36233009708738	5.94825594825595	6.27793372842689e-11	2.01749961181719e-09	983;1062;1894;3832;3833;4085;6790;8317;9212;9493;9585;9700;10460;10615;22974;29127;29899;51203;81930;259266	KIF23;SPAG5;TPX2;KIF11;ESPL1;NUSAP1;KIFC1;RACGAP1;ASPM;CENPE;CDK1;AURKB;MAD2L1;TACC3;AURKA;KIF18A;KIF20B;CDC7;ECT2;GPSM2	geneontology_Cellular_Component
GO:0030496	midbody	http://amigo.geneontology.org/amigo/term/GO:0030496	136	26	5.86252427184466	4.43494965553789	1.07643893798581e-10	3.30887969198248e-09	332;983;1062;1063;1663;1894;3619;4751;5347;5901;6513;6790;9055;9212;9493;9585;9928;10112;10615;24137;29127;54443;55143;55165;79801;259266	KIF23;KIF4A;SPAG5;PRC1;KIF14;CDCA8;NEK2;ANLN;RACGAP1;ASPM;CENPE;PLK1;CEP55;CDK1;CENPF;AURKB;BIRC5;KIF20A;SHCBP1;AURKA;KIF20B;INCENP;ECT2;RAN;SLC2A1;DDX11	geneontology_Cellular_Component
GO:0005871	kinesin complex	http://amigo.geneontology.org/amigo/term/GO:0005871	40	13	1.72427184466019	7.53941441441441	6.1832559072883e-09	1.82148413602201e-07	547;1062;3797;3832;3833;9493;9585;9928;10112;11004;24137;56992;81930	KIF23;KIF4A;KIF2C;KIF11;KIF14;KIF15;KIFC1;CENPE;KIF20A;KIF18A;KIF20B;KIF3C;KIF1A	geneontology_Cellular_Component
GO:0000792	heterochromatin	http://amigo.geneontology.org/amigo/term/GO:0000792	64	16	2.75883495145631	5.79954954954955	7.87325371565117e-09	2.22655615078615e-07	1029;1058;1786;3015;3070;3159;3619;6839;8091;10951;23310;23512;29128;79968;84733;146956	EME1;CENPA;UHRF1;WDR76;INCENP;HELLS;NCAPD3;H2AFZ;SUV39H1;HMGA1;SUZ12;CBX1;DNMT1;CBX2;HMGA2;CDKN2A	geneontology_Cellular_Component
GO:0000781	chromosome, telomeric region	http://amigo.geneontology.org/amigo/term/GO:0000781	111	21	4.78485436893204	4.38884830776723	8.42210479135019e-09	2.29016464903253e-07	641;675;983;1017;1111;1763;2237;3014;4171;4172;4173;4174;4175;4176;4436;5111;5591;5888;9401;10951;11200	CHEK1;CDK1;MCM4;RAD51;BLM;MCM6;FEN1;MCM2;CDK2;MCM7;DNA2;RECQL4;BRCA2;MSH2;MCM3;MCM5;PCNA;CHEK2;H2AFX;PRKDC;CBX1	geneontology_Cellular_Component
GO:0044815	DNA packaging complex	http://amigo.geneontology.org/amigo/term/GO:0044815	54	14	2.32776699029126	6.01434768101435	4.15759795480142e-08	1.08867472372022e-06	1058;3012;3014;3015;8345;8348;8970;9918;10051;10592;23310;23397;54892;64151	NCAPH;NCAPG;CENPA;NCAPG2;NCAPD2;NCAPD3;SMC2;H2AFZ;H2AFX;SMC4;HIST1H2BO;HIST1H2BJ;HIST1H2BH;HIST1H2AE	geneontology_Cellular_Component
GO:0051233	spindle midzone	http://amigo.geneontology.org/amigo/term/GO:0051233	29	10	1.25009708737864	7.99937868903386	1.91798501081308e-07	4.84291215230304e-06	990;1062;5347;6790;9212;9585;9928;29127;55143;81930	CDC6;KIF14;CDCA8;RACGAP1;CENPE;PLK1;AURKB;AURKA;KIF18A;KIF20B	geneontology_Cellular_Component
GO:0000307	cyclin-dependent protein kinase holoenzyme complex	http://amigo.geneontology.org/amigo/term/GO:0000307	37	11	1.59495145631068	6.89676162649136	2.61213253471837e-07	6.36819897257203e-06	890;891;898;899;983;1017;1021;1163;1164;9133;9134	CCNB2;CCNA2;CDK1;CCNB1;CDK2;CCNE1;CCNF;CKS1B;CCNE2;CKS2;CDK6	geneontology_Cellular_Component
GO:0045120	pronucleus	http://amigo.geneontology.org/amigo/term/GO:0045120	14	7	0.603495145631068	11.5990990990991	6.96165519786796e-07	1.64063007496421e-05	641;890;1063;2146;6513;6790;10951	CCNA2;CENPF;BLM;AURKA;EZH2;CBX1;SLC2A1	geneontology_Cellular_Component
GO:0000800	lateral element	http://amigo.geneontology.org/amigo/term/GO:0000800	10	6	0.431067961165049	13.9189189189189	1.12440547384018e-06	2.56436990324197e-05	641;672;675;3619;5888;27127	BRCA1;RAD51;BLM;INCENP;BRCA2;SMC1B	geneontology_Cellular_Component
GO:0043596	nuclear replication fork	http://amigo.geneontology.org/amigo/term/GO:0043596	35	10	1.50873786407767	6.62805662805663	1.39220076356139e-06	3.07589356199345e-05	4172;5111;5557;5558;8318;8914;23649;51659;55388;84296	MCM10;CDC45;TIMELESS;GINS4;PRIM1;POLA2;GINS2;MCM3;PRIM2;PCNA	geneontology_Cellular_Component
GO:0005875	microtubule associated complex	http://amigo.geneontology.org/amigo/term/GO:0005875	104	17	4.48310679611651	3.79201316701317	1.94090201466324e-06	4.15823552838457e-05	332;547;1062;3797;3832;3833;6790;9212;9493;9585;9928;10112;11004;24137;55143;56992;81930	KIF23;KIF4A;KIF2C;KIF11;KIF14;CDCA8;KIF15;KIFC1;CENPE;AURKB;BIRC5;KIF20A;AURKA;KIF18A;KIF20B;KIF3C;KIF1A	geneontology_Cellular_Component
GO:0042599	lamellar body	http://amigo.geneontology.org/amigo/term/GO:0042599	11	6	0.474174757281553	12.6535626535627	2.38373221317367e-06	4.95676080798172e-05	1512;6439;9476;11005;653509;729238	NAPSA;SFTPB;CTSH;SFTPA1;SFTPA2;SPINK5	geneontology_Cellular_Component
GO:0032993	protein-DNA complex	http://amigo.geneontology.org/amigo/term/GO:0032993	130	19	5.60388349514563	3.39050589050589	2.78542222964528e-06	5.62655290388348e-05	1058;2353;3012;3014;3015;4172;5111;5557;5558;5591;8091;8318;8345;8348;8970;23512;23649;51659;84296	CENPA;CDC45;GINS4;PRIM1;POLA2;GINS2;H2AFZ;MCM3;PRIM2;PCNA;SUZ12;H2AFX;PRKDC;HIST1H2BO;HIST1H2BJ;FOS;HMGA2;HIST1H2BH;HIST1H2AE	geneontology_Cellular_Component
GO:0000784	nuclear chromosome, telomeric region	http://amigo.geneontology.org/amigo/term/GO:0000784	88	15	3.79339805825243	3.95423832923833	4.56777406010467e-06	8.97060072359445e-05	675;983;1763;2237;4171;4172;4173;4174;4175;4176;4436;5111;5591;5888;10951	CDK1;MCM4;RAD51;MCM6;FEN1;MCM2;MCM7;DNA2;BRCA2;MSH2;MCM3;MCM5;PCNA;PRKDC;CBX1	geneontology_Cellular_Component
GO:0000795	synaptonemal complex	http://amigo.geneontology.org/amigo/term/GO:0000795	21	7	0.905242718446602	7.73273273273273	1.81228070172956e-05	0.000337179593716527	641;672;675;3619;5347;5888;27127	BRCA1;PLK1;RAD51;BLM;INCENP;BRCA2;SMC1B	geneontology_Cellular_Component
GO:0099086	synaptonemal structure	http://amigo.geneontology.org/amigo/term/GO:0099086	21	7	0.905242718446602	7.73273273273273	1.81228070172956e-05	0.000337179593716527	641;672;675;3619;5347;5888;27127	BRCA1;PLK1;RAD51;BLM;INCENP;BRCA2;SMC1B	geneontology_Cellular_Component
GO:0005721	pericentric heterochromatin	http://amigo.geneontology.org/amigo/term/GO:0005721	15	6	0.646601941747573	9.27927927927928	2.22734501299504e-05	0.000403777672868588	1058;1786;3070;3619;10951;23310	CENPA;INCENP;HELLS;NCAPD3;CBX1;DNMT1	geneontology_Cellular_Component
GO:0031012	extracellular matrix	http://amigo.geneontology.org/amigo/term/GO:0031012	344	32	14.8287378640777	2.15797192541379	3.29256566380387e-05	0.000581960981077334	249;350;563;1000;1191;1294;1301;1511;1690;1755;2006;2243;2244;3918;4017;4239;4256;4321;4969;5004;5265;5549;6469;6590;7123;7177;9518;10216;23767;26585;64499;146760	MGP;SHH;ELN;COCH;MFAP4;CLEC3B;ALPL;MMP12;CLU;SLPI;OGN;TPSB2;CTSG;LOXL2;PRG4;RTN4RL1;GREM1;PRELP;TPSAB1;COL7A1;COL11A1;DMBT1;ORM1;FLRT3;SERPINA1;GDF15;CDH2;LAMC2;FGB;APOH;AZGP1;FGA	geneontology_Cellular_Component
GO:0000790	nuclear chromatin	http://amigo.geneontology.org/amigo/term/GO:0000790	285	28	12.2854368932039	2.27912122648965	3.90954860869375e-05	0.000674158747889385	86;1058;1663;1869;2146;2956;3012;3014;3015;3148;4582;4678;5888;6772;8208;8914;10036;10365;10635;10951;23310;23512;29128;55723;80174;81611;113130;146956	CDCA5;EME1;CENPA;RAD51AP1;UHRF1;RAD51;TIMELESS;ASF1B;CHAF1A;CHAF1B;EZH2;E2F1;DBF4B;NCAPD3;H2AFZ;MSH6;HMGB2;SUZ12;H2AFX;ACTL6A;NASP;CBX1;DDX11;ANP32E;STAT1;KLF2;MUC1;HIST1H2AE	geneontology_Cellular_Component
GO:0044450	microtubule organizing center part	http://amigo.geneontology.org/amigo/term/GO:0044450	120	16	5.17281553398058	3.09309309309309	5.41179889053112e-05	0.000910986146572738	672;899;5347;5901;6491;6790;7153;7283;9793;10198;10615;10733;55165;117178;163786;284403	SPAG5;TOP2A;BRCA1;PLK4;PLK1;STIL;CEP55;AURKA;SASS6;CCNF;WDR62;TUBG1;RAN;SSX2IP;CKAP5;MPHOSPH9	geneontology_Cellular_Component
GO:0062023	collagen-containing extracellular matrix	http://amigo.geneontology.org/amigo/term/GO:0062023	278	27	11.9836893203884	2.25306241493292	6.54966893582909e-05	0.00107688742735609	350;563;1000;1191;1294;1301;1511;1690;2006;2243;2244;3918;4017;4239;4256;4969;5004;5265;5549;6469;6590;7123;7177;9518;10216;26585;64499	MGP;SHH;ELN;COCH;MFAP4;CLEC3B;CLU;SLPI;OGN;TPSB2;CTSG;LOXL2;PRG4;GREM1;PRELP;TPSAB1;COL7A1;COL11A1;ORM1;SERPINA1;GDF15;CDH2;LAMC2;FGB;APOH;AZGP1;FGA	geneontology_Cellular_Component
GO:1902554	serine/threonine protein kinase complex	http://amigo.geneontology.org/amigo/term/GO:1902554	75	12	3.23300970873786	3.71171171171171	7.82993046299918e-05	0.00125812746303191	890;891;898;899;983;1017;1021;1163;1164;8851;9133;9134	CCNB2;CCNA2;CDK1;CCNB1;CDK2;CCNE1;CCNF;CKS1B;CCNE2;CKS2;CDK5R1;CDK6	geneontology_Cellular_Component
GO:0042613	MHC class II protein complex	http://amigo.geneontology.org/amigo/term/GO:0042613	13	5	0.560388349514563	8.92238392238392	0.000140490797151838	0.00211334028907126	972;3115;3119;3123;3127	HLA-DPB1;HLA-DRB1;CD74;HLA-DRB5;HLA-DQB1	geneontology_Cellular_Component
GO:0010369	chromocenter	http://amigo.geneontology.org/amigo/term/GO:0010369	13	5	0.560388349514563	8.92238392238392	0.000140490797151838	0.00211334028907126	3619;9212;10951;11339;55143	CDCA8;AURKB;OIP5;INCENP;CBX1	geneontology_Cellular_Component
GO:0043073	germ cell nucleus	http://amigo.geneontology.org/amigo/term/GO:0043073	13	5	0.560388349514563	8.92238392238392	0.000140490797151838	0.00211334028907126	3014;5901;6790;9319;11073	TRIP13;AURKA;TOPBP1;RAN;H2AFX	geneontology_Cellular_Component
GO:0005771	multivesicular body	http://amigo.geneontology.org/amigo/term/GO:0005771	30	7	1.29320388349515	5.41291291291291	0.00022647573374257	0.00333579882824994	972;1512;6439;6441;9476;653509;729238	NAPSA;SFTPB;CTSH;SFTPD;SFTPA1;SFTPA2;CD74	geneontology_Cellular_Component
GO:0005720	nuclear heterochromatin	http://amigo.geneontology.org/amigo/term/GO:0005720	31	7	1.33631067961165	5.23830281894798	0.000281807945139989	0.00406608606559127	1058;3015;10951;23310;23512;29128;146956	EME1;CENPA;UHRF1;NCAPD3;H2AFZ;SUZ12;CBX1	geneontology_Cellular_Component
GO:0045334	clathrin-coated endocytic vesicle	http://amigo.geneontology.org/amigo/term/GO:0045334	52	9	2.24155339805825	4.01507276507276	0.000334060775683209	0.00472361936816058	972;3115;3119;3123;3127;6439;6441;653509;729238	SFTPB;SFTPD;SFTPA1;SFTPA2;HLA-DPB1;HLA-DRB1;CD74;HLA-DRB5;HLA-DQB1	geneontology_Cellular_Component
GO:0005814	centriole	http://amigo.geneontology.org/amigo/term/GO:0005814	88	12	3.79339805825243	3.16339066339066	0.000370877401544734	0.00514137888023778	899;5347;5901;6491;6790;7153;7283;10198;10733;55165;163786;284403	TOP2A;PLK4;PLK1;STIL;CEP55;AURKA;SASS6;CCNF;WDR62;TUBG1;RAN;MPHOSPH9	geneontology_Cellular_Component
GO:1902911	protein kinase complex	http://amigo.geneontology.org/amigo/term/GO:1902911	91	12	3.92271844660194	3.05910305910306	0.000507023200996159	0.00689356544431317	890;891;898;899;983;1017;1021;1163;1164;8851;9133;9134	CCNB2;CCNA2;CDK1;CCNB1;CDK2;CCNE1;CCNF;CKS1B;CCNE2;CKS2;CDK5R1;CDK6	geneontology_Cellular_Component
GO:1990023	mitotic spindle midzone	http://amigo.geneontology.org/amigo/term/GO:1990023	10	4	0.431067961165049	9.27927927927928	0.000581368686674133	0.00775523889582287	1062;9212;9585;81930	CENPE;AURKB;KIF18A;KIF20B	geneontology_Cellular_Component
GO:0042611	MHC protein complex	http://amigo.geneontology.org/amigo/term/GO:0042611	18	5	0.775922330097087	6.44394394394394	0.000781965224843084	0.0102379521104456	972;3115;3119;3123;3127	HLA-DPB1;HLA-DRB1;CD74;HLA-DRB5;HLA-DQB1	geneontology_Cellular_Component
GO:0061695	transferase complex, transferring phosphorus-containing groups	http://amigo.geneontology.org/amigo/term/GO:0061695	227	21	9.7852427184466	2.14608882009763	0.000796933881691775	0.0102442228064743	890;891;898;899;983;1017;1021;1154;1163;1164;1763;4172;5214;5426;5427;5557;5558;8851;9133;9134;23649	CCNB2;CCNA2;CDK1;CCNB1;CDK2;POLE2;PRIM1;POLA2;CCNE1;CCNF;DNA2;POLE;CKS1B;MCM3;CCNE2;PRIM2;CKS2;CDK5R1;CISH;PFKP;CDK6	geneontology_Cellular_Component
GO:0000152	nuclear ubiquitin ligase complex	http://amigo.geneontology.org/amigo/term/GO:0000152	37	7	1.59495145631068	4.38884830776723	0.000882320469838715	0.0109474948666726	580;672;701;991;11065;27338;84733	BUB1B;BRCA1;CDC20;UBE2C;UBE2S;BARD1;CBX2	geneontology_Cellular_Component
GO:0001673	male germ cell nucleus	http://amigo.geneontology.org/amigo/term/GO:0001673	11	4	0.474174757281553	8.43570843570843	0.00088261274031165	0.0109474948666726	3014;5901;9319;11073	TRIP13;TOPBP1;RAN;H2AFX	geneontology_Cellular_Component
